instance,algorithm,n,m,total_weight,backward_weight,forward_weight,forward_ratio,runtime,status,error,source_type,external_version_or_commit
good,wmsf_seed,4,4,4.0,1.0,3.0,0.75,0.0004024505615234375,ok,,in-repo,
good,ipsns_full,4,4,4.0,1.0,3.0,0.75,0.004179716110229492,ok,,in-repo,
good,borda_net_score,4,4,4.0,1.0,3.0,0.75,0.0003783702850341797,ok,,in-repo,
good,weighted_eades,4,4,4.0,1.0,3.0,0.75,0.0004177093505859375,ok,,in-repo,
good,random_multistart,4,4,4.0,1.0,3.0,0.75,0.0004811286926269531,ok,,in-repo,
good,igraph_approx_eades,4,4,4.0,1.0,3.0,0.75,0.0004258155822753906,ok,,external-wrapper,python-igraph==1.0.0
good,drmaciver_fas,4,4,4.0,1.0,3.0,0.75,0.0018658638000488281,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr00,lrta_full,0,0,0.0,0.0,0.0,1.0,0.00043272972106933594,ok,,in-repo,
gr00,wmsf_seed,0,0,0.0,0.0,0.0,1.0,0.0002167224884033203,ok,,in-repo,
gr00,ipsns_full,0,0,0.0,0.0,0.0,1.0,0.0001804828643798828,ok,,in-repo,
gr00,borda_net_score,0,0,0.0,0.0,0.0,1.0,0.00013399124145507812,ok,,in-repo,
gr00,weighted_eades,0,0,0.0,0.0,0.0,1.0,0.0001251697540283203,ok,,in-repo,
gr00,random_multistart,0,0,0.0,0.0,0.0,1.0,0.00017023086547851562,ok,,in-repo,
gr00,igraph_approx_eades,0,0,0.0,0.0,0.0,1.0,0.00014448165893554688,ok,,external-wrapper,python-igraph==1.0.0
gr00,drmaciver_fas,0,0,0,,,,0.0005037784576416016,error,"fas exited 1: Empty tournament
",external-wrapper,
gr0,lrta_full,1,1,6410.0,6410.0,0.0,0.0,0.0007960796356201172,ok,,in-repo,
gr0,wmsf_seed,1,1,6410.0,6410.0,0.0,0.0,0.0007369518280029297,ok,,in-repo,
gr0,ipsns_full,1,1,6410.0,6410.0,0.0,0.0,0.0007739067077636719,ok,,in-repo,
gr0,borda_net_score,1,1,6410.0,6410.0,0.0,0.0,0.0007026195526123047,ok,,in-repo,
gr0,weighted_eades,1,1,6410.0,6410.0,0.0,0.0,0.0007035732269287109,ok,,in-repo,
gr0,random_multistart,1,1,6410.0,6410.0,0.0,0.0,0.0007724761962890625,ok,,in-repo,
gr0,igraph_approx_eades,1,1,6410.0,6410.0,0.0,0.0,0.0007634162902832031,ok,,external-wrapper,python-igraph==1.0.0
gr0,drmaciver_fas,1,1,6410.0,6410.0,0.0,0.0,0.002113819122314453,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr10,lrta_full,47,83,412347.0,62435.0,349912.0,0.848586263511072,0.0015799999237060547,ok,,in-repo,
gr10,wmsf_seed,47,83,412347.0,58481.0,353866.0,0.8581752747079523,0.0012197494506835938,ok,,in-repo,
gr10,ipsns_full,47,83,412347.0,58481.0,353866.0,0.8581752747079523,0.016892671585083008,ok,,in-repo,
gr10,borda_net_score,47,83,412347.0,107411.0,304936.0,0.7395130800030072,0.000499725341796875,ok,,in-repo,
gr10,weighted_eades,47,83,412347.0,65061.0,347286.0,0.8422178407991328,0.0006024837493896484,ok,,in-repo,
gr10,random_multistart,47,83,412347.0,160630.0,251717.0,0.6104494515541522,0.0014765262603759766,ok,,in-repo,
gr10,igraph_approx_eades,47,83,412347.0,65061.0,347286.0,0.8422178407991328,0.0005669593811035156,ok,,external-wrapper,python-igraph==1.0.0
gr10,drmaciver_fas,47,83,412347.0,59093.0,353254.0,0.8566910878459162,0.5688719749450684,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr11,lrta_full,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.0005929470062255859,ok,,in-repo,
gr11,wmsf_seed,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.00048470497131347656,ok,,in-repo,
gr11,ipsns_full,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.004340410232543945,ok,,in-repo,
gr11,borda_net_score,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.00041675567626953125,ok,,in-repo,
gr11,weighted_eades,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.000431060791015625,ok,,in-repo,
gr11,random_multistart,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.0004932880401611328,ok,,in-repo,
gr11,igraph_approx_eades,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.00044274330139160156,ok,,external-wrapper,python-igraph==1.0.0
gr11,drmaciver_fas,4,5,33937.0,12414.0,21523.0,0.6342045554998968,0.001434326171875,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr11d,lrta_full,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.00041794776916503906,ok,,in-repo,
gr11d,wmsf_seed,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.0004534721374511719,ok,,in-repo,
gr11d,ipsns_full,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.004266262054443359,ok,,in-repo,
gr11d,borda_net_score,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.00040078163146972656,ok,,in-repo,
gr11d,weighted_eades,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.00041031837463378906,ok,,in-repo,
gr11d,random_multistart,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.00047016143798828125,ok,,in-repo,
gr11d,igraph_approx_eades,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.00045180320739746094,ok,,external-wrapper,python-igraph==1.0.0
gr11d,drmaciver_fas,4,5,45397.0,12414.0,32983.0,0.7265458069916514,0.001882791519165039,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr12,lrta_full,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0007390975952148438,ok,,in-repo,
gr12,wmsf_seed,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0008590221405029297,ok,,in-repo,
gr12,ipsns_full,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.007856369018554688,ok,,in-repo,
gr12,borda_net_score,5,6,23296.0,8038.0,15258.0,0.6549622252747253,0.00040912628173828125,ok,,in-repo,
gr12,weighted_eades,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0004115104675292969,ok,,in-repo,
gr12,random_multistart,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0005214214324951172,ok,,in-repo,
gr12,igraph_approx_eades,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0004169940948486328,ok,,external-wrapper,python-igraph==1.0.0
gr12,drmaciver_fas,5,6,23296.0,2133.0,21163.0,0.908439217032967,0.0018610954284667969,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr13,lrta_full,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.0007793903350830078,ok,,in-repo,
gr13,wmsf_seed,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.0008645057678222656,ok,,in-repo,
gr13,ipsns_full,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.010312795639038086,ok,,in-repo,
gr13,borda_net_score,4,5,38849.0,11085.0,27764.0,0.7146644701279312,0.0005440711975097656,ok,,in-repo,
gr13,weighted_eades,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.000514984130859375,ok,,in-repo,
gr13,random_multistart,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.0005977153778076172,ok,,in-repo,
gr13,igraph_approx_eades,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.0004818439483642578,ok,,external-wrapper,python-igraph==1.0.0
gr13,drmaciver_fas,4,5,38849.0,3987.0,34862.0,0.8973718757239568,0.001825571060180664,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr14,lrta_full,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.0004937648773193359,ok,,in-repo,
gr14,wmsf_seed,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.0004909038543701172,ok,,in-repo,
gr14,ipsns_full,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.004994630813598633,ok,,in-repo,
gr14,borda_net_score,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.0005345344543457031,ok,,in-repo,
gr14,weighted_eades,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.00041484832763671875,ok,,in-repo,
gr14,random_multistart,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.00045752525329589844,ok,,in-repo,
gr14,igraph_approx_eades,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.00041484832763671875,ok,,external-wrapper,python-igraph==1.0.0
gr14,drmaciver_fas,2,4,20683.0,14651.0,6032.0,0.2916404776869893,0.0023696422576904297,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr1-acyclic,lrta_full,10,15,92526.0,0.0,92526.0,1.0,0.0018606185913085938,ok,,in-repo,
gr1-acyclic,wmsf_seed,10,15,92526.0,0.0,92526.0,1.0,0.001684427261352539,ok,,in-repo,
gr1-acyclic,ipsns_full,10,15,92526.0,0.0,92526.0,1.0,0.0012226104736328125,ok,,in-repo,
gr1-acyclic,borda_net_score,10,15,92526.0,4266.0,88260.0,0.9538940405939952,0.001064300537109375,ok,,in-repo,
gr1-acyclic,weighted_eades,10,15,92526.0,0.0,92526.0,1.0,0.0012443065643310547,ok,,in-repo,
gr1-acyclic,random_multistart,10,15,92526.0,16104.0,76422.0,0.8259516244082744,0.002081632614135742,ok,,in-repo,
gr1-acyclic,igraph_approx_eades,10,15,92526.0,0.0,92526.0,1.0,0.0016486644744873047,ok,,external-wrapper,python-igraph==1.0.0
gr1-acyclic,drmaciver_fas,10,15,92526.0,0.0,92526.0,1.0,0.01133418083190918,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr1,lrta_full,10,16,98315.0,15969.0,82346.0,0.8375731068504297,0.002167224884033203,ok,,in-repo,
gr1,wmsf_seed,10,16,98315.0,16491.0,81824.0,0.832263642374002,0.002226591110229492,ok,,in-repo,
gr1,ipsns_full,10,16,98315.0,15969.0,82346.0,0.8375731068504297,0.022446393966674805,ok,,in-repo,
gr1,borda_net_score,10,16,98315.0,32121.0,66194.0,0.6732848497177439,0.0004215240478515625,ok,,in-repo,
gr1,weighted_eades,10,16,98315.0,16767.0,81548.0,0.8294563393174998,0.0004067420959472656,ok,,in-repo,
gr1,random_multistart,10,16,98315.0,24070.0,74245.0,0.7551746935869399,0.0006330013275146484,ok,,in-repo,
gr1,igraph_approx_eades,10,16,98315.0,16767.0,81548.0,0.8294563393174998,0.0004379749298095703,ok,,external-wrapper,python-igraph==1.0.0
gr1,drmaciver_fas,10,16,98315.0,15969.0,82346.0,0.8375731068504297,0.002399444580078125,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr2,lrta_full,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0004215240478515625,ok,,in-repo,
gr2,wmsf_seed,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0004513263702392578,ok,,in-repo,
gr2,ipsns_full,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0033469200134277344,ok,,in-repo,
gr2,borda_net_score,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0003838539123535156,ok,,in-repo,
gr2,weighted_eades,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0003879070281982422,ok,,in-repo,
gr2,random_multistart,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.00042819976806640625,ok,,in-repo,
gr2,igraph_approx_eades,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0003979206085205078,ok,,external-wrapper,python-igraph==1.0.0
gr2,drmaciver_fas,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.001668691635131836,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr3,lrta_full,3,3,17182.0,2252.0,14930.0,0.8689326038877896,0.0007879734039306641,ok,,in-repo,
gr3,wmsf_seed,3,3,17182.0,2252.0,14930.0,0.8689326038877896,0.0008816719055175781,ok,,in-repo,
gr3,ipsns_full,3,3,17182.0,2252.0,14930.0,0.8689326038877896,0.0063436031341552734,ok,,in-repo,
gr3,borda_net_score,3,3,17182.0,7370.0,9812.0,0.5710627400768246,0.00039649009704589844,ok,,in-repo,
gr3,weighted_eades,3,3,17182.0,5118.0,12064.0,0.7021301361890351,0.0003809928894042969,ok,,in-repo,
gr3,random_multistart,3,3,17182.0,2252.0,14930.0,0.8689326038877896,0.0004591941833496094,ok,,in-repo,
gr3,igraph_approx_eades,3,3,17182.0,5118.0,12064.0,0.7021301361890351,0.00041866302490234375,ok,,external-wrapper,python-igraph==1.0.0
gr3,drmaciver_fas,3,3,17182.0,2252.0,14930.0,0.8689326038877896,0.0019392967224121094,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr4,lrta_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0008478164672851562,ok,,in-repo,
gr4,wmsf_seed,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0008165836334228516,ok,,in-repo,
gr4,ipsns_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0049936771392822266,ok,,in-repo,
gr4,borda_net_score,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0004019737243652344,ok,,in-repo,
gr4,weighted_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0003943443298339844,ok,,in-repo,
gr4,random_multistart,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0004925727844238281,ok,,in-repo,
gr4,igraph_approx_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0004277229309082031,ok,,external-wrapper,python-igraph==1.0.0
gr4,drmaciver_fas,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0017666816711425781,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr4-shift2,lrta_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0007500648498535156,ok,,in-repo,
gr4-shift2,wmsf_seed,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0008530616760253906,ok,,in-repo,
gr4-shift2,ipsns_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.010246515274047852,ok,,in-repo,
gr4-shift2,borda_net_score,3,4,26641.0,7370.0,19271.0,0.723358732780301,0.0007979869842529297,ok,,in-repo,
gr4-shift2,weighted_eades,3,4,26641.0,7370.0,19271.0,0.723358732780301,0.000804901123046875,ok,,in-repo,
gr4-shift2,random_multistart,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0010173320770263672,ok,,in-repo,
gr4-shift2,igraph_approx_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0009398460388183594,ok,,external-wrapper,python-igraph==1.0.0
gr4-shift2,drmaciver_fas,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0044116973876953125,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr4-shift,lrta_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0014798641204833984,ok,,in-repo,
gr4-shift,wmsf_seed,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.002013683319091797,ok,,in-repo,
gr4-shift,ipsns_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.014827489852905273,ok,,in-repo,
gr4-shift,borda_net_score,3,4,26641.0,7370.0,19271.0,0.723358732780301,0.00069427490234375,ok,,in-repo,
gr4-shift,weighted_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0006232261657714844,ok,,in-repo,
gr4-shift,random_multistart,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0006940364837646484,ok,,in-repo,
gr4-shift,igraph_approx_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0005755424499511719,ok,,external-wrapper,python-igraph==1.0.0
gr4-shift,drmaciver_fas,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0022666454315185547,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr5,lrta_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0006558895111083984,ok,,in-repo,
gr5,wmsf_seed,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0006639957427978516,ok,,in-repo,
gr5,ipsns_full,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.006184101104736328,ok,,in-repo,
gr5,borda_net_score,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0003845691680908203,ok,,in-repo,
gr5,weighted_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.00040531158447265625,ok,,in-repo,
gr5,random_multistart,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0004723072052001953,ok,,in-repo,
gr5,igraph_approx_eades,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.0004029273986816406,ok,,external-wrapper,python-igraph==1.0.0
gr5,drmaciver_fas,3,4,26641.0,5118.0,21523.0,0.8078900942156826,0.002376079559326172,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr6,lrta_full,3,6,35970.0,14097.0,21873.0,0.6080900750625521,0.0018992424011230469,ok,,in-repo,
gr6,wmsf_seed,3,6,35970.0,14666.0,21304.0,0.5922713372254657,0.0025031566619873047,ok,,in-repo,
gr6,ipsns_full,3,6,35970.0,14097.0,21873.0,0.6080900750625521,0.011302471160888672,ok,,in-repo,
gr6,borda_net_score,3,6,35970.0,19360.0,16610.0,0.4617737003058104,0.0006453990936279297,ok,,in-repo,
gr6,weighted_eades,3,6,35970.0,14666.0,21304.0,0.5922713372254657,0.0006062984466552734,ok,,in-repo,
gr6,random_multistart,3,6,35970.0,14097.0,21873.0,0.6080900750625521,0.0006663799285888672,ok,,in-repo,
gr6,igraph_approx_eades,3,6,35970.0,14666.0,21304.0,0.5922713372254657,0.0005121231079101562,ok,,external-wrapper,python-igraph==1.0.0
gr6,drmaciver_fas,3,6,35970.0,14097.0,21873.0,0.6080900750625521,0.0021886825561523438,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr7,lrta_full,0,0,0.0,0.0,0.0,1.0,0.0004298686981201172,ok,,in-repo,
gr7,wmsf_seed,0,0,0.0,0.0,0.0,1.0,0.00023603439331054688,ok,,in-repo,
gr7,ipsns_full,0,0,0.0,0.0,0.0,1.0,0.00026106834411621094,ok,,in-repo,
gr7,borda_net_score,0,0,0.0,0.0,0.0,1.0,0.00019931793212890625,ok,,in-repo,
gr7,weighted_eades,0,0,0.0,0.0,0.0,1.0,0.0001900196075439453,ok,,in-repo,
gr7,random_multistart,0,0,0.0,0.0,0.0,1.0,0.00024771690368652344,ok,,in-repo,
gr7,igraph_approx_eades,0,0,0.0,0.0,0.0,1.0,0.00026154518127441406,ok,,external-wrapper,python-igraph==1.0.0
gr7,drmaciver_fas,0,0,0,,,,0.0008838176727294922,error,"fas exited 1: Empty tournament
",external-wrapper,
gr8,lrta_full,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0008535385131835938,ok,,in-repo,
gr8,wmsf_seed,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0008225440979003906,ok,,in-repo,
gr8,ipsns_full,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0009303092956542969,ok,,in-repo,
gr8,borda_net_score,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0009207725524902344,ok,,in-repo,
gr8,weighted_eades,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0012731552124023438,ok,,in-repo,
gr8,random_multistart,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.001127004623413086,ok,,in-repo,
gr8,igraph_approx_eades,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0008778572082519531,ok,,external-wrapper,python-igraph==1.0.0
gr8,drmaciver_fas,2,2,14930.0,5118.0,9812.0,0.6572002679169457,0.0038437843322753906,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr9,lrta_full,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.0023910999298095703,ok,,in-repo,
gr9,wmsf_seed,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.003102540969848633,ok,,in-repo,
gr9,ipsns_full,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.02211904525756836,ok,,in-repo,
gr9,borda_net_score,9,12,64649.0,15329.0,49320.0,0.7628888304536806,0.0005044937133789062,ok,,in-repo,
gr9,weighted_eades,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.00048041343688964844,ok,,in-repo,
gr9,random_multistart,9,12,64649.0,8231.0,56418.0,0.8726817120141069,0.0006320476531982422,ok,,in-repo,
gr9,igraph_approx_eades,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.00045013427734375,ok,,external-wrapper,python-igraph==1.0.0
gr9,drmaciver_fas,9,12,64649.0,6120.0,58529.0,0.9053349626444338,0.003149271011352539,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
green3,lrta_full,3,9,24.0,11.0,13.0,0.5416666666666666,0.0005838871002197266,ok,,in-repo,
green3,wmsf_seed,3,9,24.0,11.0,13.0,0.5416666666666666,0.0005767345428466797,ok,,in-repo,
green3,ipsns_full,3,9,24.0,11.0,13.0,0.5416666666666666,0.007132530212402344,ok,,in-repo,
green3,borda_net_score,3,9,24.0,11.0,13.0,0.5416666666666666,0.00038051605224609375,ok,,in-repo,
green3,weighted_eades,3,9,24.0,11.0,13.0,0.5416666666666666,0.0003936290740966797,ok,,in-repo,
green3,random_multistart,3,9,24.0,11.0,13.0,0.5416666666666666,0.0004703998565673828,ok,,in-repo,
green3,igraph_approx_eades,3,9,24.0,14.0,10.0,0.4166666666666667,0.00040531158447265625,ok,,external-wrapper,python-igraph==1.0.0
green3,drmaciver_fas,3,9,24.0,11.0,13.0,0.5416666666666666,0.0017707347869873047,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
green3nonzero,lrta_full,3,9,25.0,12.0,13.0,0.52,0.0007739067077636719,ok,,in-repo,
green3nonzero,wmsf_seed,3,9,25.0,12.0,13.0,0.52,0.0008697509765625,ok,,in-repo,
green3nonzero,ipsns_full,3,9,25.0,12.0,13.0,0.52,0.010803461074829102,ok,,in-repo,
green3nonzero,borda_net_score,3,9,25.0,12.0,13.0,0.52,0.0004127025604248047,ok,,in-repo,
green3nonzero,weighted_eades,3,9,25.0,12.0,13.0,0.52,0.00038743019104003906,ok,,in-repo,
green3nonzero,random_multistart,3,9,25.0,12.0,13.0,0.52,0.00047969818115234375,ok,,in-repo,
green3nonzero,igraph_approx_eades,3,9,25.0,15.0,10.0,0.4,0.0003933906555175781,ok,,external-wrapper,python-igraph==1.0.0
green3nonzero,drmaciver_fas,3,9,25.0,12.0,13.0,0.52,0.0014886856079101562,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
green4,lrta_full,4,16,93.0,34.0,59.0,0.6344086021505376,0.00043702125549316406,ok,,in-repo,
green4,wmsf_seed,4,16,93.0,34.0,59.0,0.6344086021505376,0.0005209445953369141,ok,,in-repo,
green4,ipsns_full,4,16,93.0,34.0,59.0,0.6344086021505376,0.010176658630371094,ok,,in-repo,
green4,borda_net_score,4,16,93.0,34.0,59.0,0.6344086021505376,0.00039958953857421875,ok,,in-repo,
green4,weighted_eades,4,16,93.0,34.0,59.0,0.6344086021505376,0.0003986358642578125,ok,,in-repo,
green4,random_multistart,4,16,93.0,34.0,59.0,0.6344086021505376,0.000514984130859375,ok,,in-repo,
green4,igraph_approx_eades,4,16,93.0,39.0,54.0,0.5806451612903226,0.00040221214294433594,ok,,external-wrapper,python-igraph==1.0.0
green4,drmaciver_fas,4,16,93.0,34.0,59.0,0.6344086021505376,0.0014791488647460938,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
green,lrta_full,4,16,130.0,57.0,73.0,0.5615384615384615,0.0004401206970214844,ok,,in-repo,
green,wmsf_seed,4,16,130.0,57.0,73.0,0.5615384615384615,0.0005352497100830078,ok,,in-repo,
green,ipsns_full,4,16,130.0,57.0,73.0,0.5615384615384615,0.011450052261352539,ok,,in-repo,
green,borda_net_score,4,16,130.0,57.0,73.0,0.5615384615384615,0.00040221214294433594,ok,,in-repo,
green,weighted_eades,4,16,130.0,57.0,73.0,0.5615384615384615,0.0003941059112548828,ok,,in-repo,
green,random_multistart,4,16,130.0,57.0,73.0,0.5615384615384615,0.0005297660827636719,ok,,in-repo,
green,igraph_approx_eades,4,16,130.0,57.0,73.0,0.5615384615384615,0.00043201446533203125,ok,,external-wrapper,python-igraph==1.0.0
green,drmaciver_fas,4,16,130.0,57.0,73.0,0.5615384615384615,0.001833200454711914,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gr-paper,lrta_full,9,11,57.0,5.0,52.0,0.9122807017543859,0.0007994174957275391,ok,,in-repo,
gr-paper,wmsf_seed,9,11,57.0,5.0,52.0,0.9122807017543859,0.0008687973022460938,ok,,in-repo,
gr-paper,ipsns_full,9,11,57.0,5.0,52.0,0.9122807017543859,0.007271289825439453,ok,,in-repo,
gr-paper,borda_net_score,9,11,57.0,14.0,43.0,0.7543859649122807,0.000415802001953125,ok,,in-repo,
gr-paper,weighted_eades,9,11,57.0,5.0,52.0,0.9122807017543859,0.0003998279571533203,ok,,in-repo,
gr-paper,random_multistart,9,11,57.0,10.0,47.0,0.8245614035087719,0.0005774497985839844,ok,,in-repo,
gr-paper,igraph_approx_eades,9,11,57.0,5.0,52.0,0.9122807017543859,0.00042724609375,ok,,external-wrapper,python-igraph==1.0.0
gr-paper,drmaciver_fas,9,11,57.0,5.0,52.0,0.9122807017543859,0.0028982162475585938,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
howard-max,lrta_full,4,9,-35.0,-18.0,-17.0,1.0,0.0007500648498535156,ok,,in-repo,
howard-max,wmsf_seed,4,9,-35.0,-18.0,-17.0,1.0,0.0007724761962890625,ok,,in-repo,
howard-max,ipsns_full,4,9,-35.0,-18.0,-17.0,1.0,0.0008068084716796875,ok,,in-repo,
howard-max,borda_net_score,4,9,-35.0,-28.0,-7.0,1.0,0.0007054805755615234,ok,,in-repo,
howard-max,weighted_eades,4,9,-35.0,,,,5.8650970458984375e-05,error,negative_weights_detected,in-repo,
howard-max,random_multistart,4,9,-35.0,-28.0,-7.0,1.0,0.0008647441864013672,ok,,in-repo,
howard-max,igraph_approx_eades,4,9,-35.0,-17.0,-18.0,1.0,0.0007567405700683594,ok,,external-wrapper,python-igraph==1.0.0
howard-max,drmaciver_fas,4,9,-35.0,-28.0,-7.0,1.0,0.0015347003936767578,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
howard-min,lrta_full,4,9,35.0,11.0,24.0,0.6857142857142857,0.00042891502380371094,ok,,in-repo,
howard-min,wmsf_seed,4,9,35.0,11.0,24.0,0.6857142857142857,0.0004303455352783203,ok,,in-repo,
howard-min,ipsns_full,4,9,35.0,11.0,24.0,0.6857142857142857,0.0057392120361328125,ok,,in-repo,
howard-min,borda_net_score,4,9,35.0,11.0,24.0,0.6857142857142857,0.0003952980041503906,ok,,in-repo,
howard-min,weighted_eades,4,9,35.0,11.0,24.0,0.6857142857142857,0.0003886222839355469,ok,,in-repo,
howard-min,random_multistart,4,9,35.0,11.0,24.0,0.6857142857142857,0.0004818439483642578,ok,,in-repo,
howard-min,igraph_approx_eades,4,9,35.0,11.0,24.0,0.6857142857142857,0.0003993511199951172,ok,,external-wrapper,python-igraph==1.0.0
howard-min,drmaciver_fas,4,9,35.0,11.0,24.0,0.6857142857142857,0.0013811588287353516,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
k3_3,lrta_full,6,9,12114.0,-1234.0,13348.0,1.1018656100379727,0.0004353523254394531,ok,,in-repo,
