algorithm,instance_id,instance_path,instance_sha256,n,m,density,run_index,seed,git_commit,executable_or_code_sha256,hostname,cpu_model,ram_gb,python_version,dependency_versions,timeout_seconds,total_weight,status,objective_bw,forward_weight,normalized_bw,runtime_seconds,ordering_valid,objective_recomputed,objective_match,acyclicity_valid,lr_seed_bw,wmsf_seed_bw,initial_incumbent_bw,accepted_moves,rejected_moves,failed_repairs,noop_moves,best_iteration,time_to_best_seconds,n_iters_done,improved_over_seed,timestamp_start,timestamp_end,error_message,raw_output_path,seed_note,pid,process_start_timestamp,returncode
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,10,10,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009926494999945135,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed10.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,11,11,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009940459000063129,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed11.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,12,12,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009857573000317643,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed12.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,13,13,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009887622999940504,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed13.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,14,14,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009877601999960461,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed14.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,15,15,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.010014301999945019,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed15.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,16,16,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.0098062380002375,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed16.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,17,17,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.01029088099994624,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed17.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,18,18,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.010153898999760713,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed18.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,19,19,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009702018000098178,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed19.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,0,0,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008889737000117748,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed00.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,1,1,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008930068999688956,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed01.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,2,2,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008901989000150934,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed02.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,3,3,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008904546999929153,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed03.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,4,4,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.009061057000053552,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed04.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,5,5,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008920769999804179,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed05.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,6,6,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008898502999727498,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed06.json,,,,
ipsns,bad2,benchmark_sources/graph-benchmarks/core-bad/bad2.d,1cd8ba43883fd8e3d293154f88bfd0dbf0b0dd252c832493e204afc2dec2a334,11,12,0.10909090909090909,7,7,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,13129.0,ok,180.0,12949.0,0.013710107395841267,0.008960389000094438,True,180.0,True,True,180.0,180.0,180.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad2_seed07.json,,,,
