algorithm,instance_id,instance_path,instance_sha256,n,m,density,run_index,seed,git_commit,executable_or_code_sha256,hostname,cpu_model,ram_gb,python_version,dependency_versions,timeout_seconds,total_weight,status,objective_bw,forward_weight,normalized_bw,runtime_seconds,ordering_valid,objective_recomputed,objective_match,acyclicity_valid,lr_seed_bw,wmsf_seed_bw,initial_incumbent_bw,accepted_moves,rejected_moves,failed_repairs,noop_moves,best_iteration,time_to_best_seconds,n_iters_done,improved_over_seed,timestamp_start,timestamp_end,error_message,raw_output_path,seed_note,pid,process_start_timestamp,returncode
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,0,0,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009895214999687596,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed00.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,1,1,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009914910999668791,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed01.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,2,2,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009891488999983267,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed02.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,3,3,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009943473999555863,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed03.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,4,4,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.010007522000250901,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed04.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,5,5,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009993290999773308,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed05.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,6,6,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009979579000173544,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed06.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,7,7,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009902810000312456,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed07.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,8,8,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.010022912000295037,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed08.json,,,,
ipsns,bad1,benchmark_sources/graph-benchmarks/core-bad/bad1.d,4befdc5c74d924fc7b325c8c05d3cf942b0fd262a573b5e93f4bd68dedcce2ed,13,14,0.08974358974358974,9,9,80b3144d5fdbbe250faed8a4fe671dde2da76c89,46a3f2b549897df1037ebe257e47b17490bddaa97effb2e31bce20a50ea54b36,al-khwarizmi,12th Gen Intel(R) Core(TM) i7-12700K,67.1,"3.12.3 (main, Mar 23 2026, 19:04:32) [GCC 13.3.0]","{'numpy': '2.4.4', 'pandas': '3.0.2', 'python-igraph': '1.0.0', 'scipy': '1.17.1'}",,21821.0,ok,94.0,21727.0,0.004307776912148847,0.009911210000154824,True,94.0,True,True,94.0,94.0,94.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,False,2026-06-11T17:59:36Z,2026-06-11T17:59:36Z,,experiments/exp10_stochastic_robustness/raw/ipsns/ipsns_bad1_seed09.json,,,,
