instance,family,n,m,total_weight,algorithm,backward_weight,forward_weight,forward_ratio,runtime,status,error,source_type,external_version_or_commit
N-sgb75_02,SGB,75,2469,3582232.0,igraph_approx_eades,1139162.0,2443070.0,0.6819965876023664,0.0025472640991210938,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_02,SGB,75,2469,3582232.0,drmaciver_fas,966587.0,2615645.0,0.7301718593323939,0.9232399463653564,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_03,SGB,75,2550,3789067.0,lrta_full,1058817.0,2730250.0,0.7205599689844492,0.03630495071411133,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,wmsf_seed,1061254.0,2727813.0,0.7199168027379828,0.059237003326416016,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,ipsns_full,1058817.0,2730250.0,0.7205599689844492,7.337722301483154,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,borda_net_score,1952892.0,1836175.0,0.4845981873638022,0.002513408660888672,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,weighted_eades,1226143.0,2562924.0,0.6763997575128653,0.003315448760986328,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,random_multistart,1651310.0,2137757.0,0.564190868094969,0.011909008026123047,ok,,in-repo,
N-sgb75_03,SGB,75,2550,3789067.0,igraph_approx_eades,1179297.0,2609770.0,0.6887632232420277,0.002804279327392578,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_03,SGB,75,2550,3789067.0,drmaciver_fas,1055414.0,2733653.0,0.7214580792580337,0.9430160522460938,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_04,SGB,75,2445,3771211.0,lrta_full,1050952.0,2720259.0,0.721322408107104,0.0351557731628418,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,wmsf_seed,1050952.0,2720259.0,0.721322408107104,0.05764484405517578,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,ipsns_full,1050952.0,2720259.0,0.721322408107104,6.839807748794556,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,borda_net_score,1945945.0,1825266.0,0.48399996711931526,0.002497434616088867,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,weighted_eades,1217290.0,2553921.0,0.6772150908554307,0.0030145645141601562,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,random_multistart,1584740.0,2186471.0,0.5797795456154535,0.011205196380615234,ok,,in-repo,
N-sgb75_04,SGB,75,2445,3771211.0,igraph_approx_eades,1168367.0,2602844.0,0.6901878468216178,0.0025386810302734375,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_04,SGB,75,2445,3771211.0,drmaciver_fas,1044359.0,2726852.0,0.7230706529016806,0.920034646987915,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_05,SGB,75,2478,3735746.0,lrta_full,1062565.0,2673181.0,0.7155681890578214,0.03582310676574707,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,wmsf_seed,1062565.0,2673181.0,0.7155681890578214,0.0636603832244873,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,ipsns_full,1062565.0,2673181.0,0.7155681890578214,7.364001989364624,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,borda_net_score,2018839.0,1716907.0,0.45958879431310373,0.0024836063385009766,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,weighted_eades,1216787.0,2518959.0,0.674285403772098,0.002990245819091797,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,random_multistart,1586160.0,2149586.0,0.5754101055050317,0.011194467544555664,ok,,in-repo,
N-sgb75_05,SGB,75,2478,3735746.0,igraph_approx_eades,1189084.0,2546662.0,0.6817010578342317,0.0025718212127685547,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_05,SGB,75,2478,3735746.0,drmaciver_fas,1032782.0,2702964.0,0.723540626156061,0.9452028274536133,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_06,SGB,75,2540,3734819.0,lrta_full,1044168.0,2690651.0,0.7204233993668769,0.036901235580444336,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,wmsf_seed,1044168.0,2690651.0,0.7204233993668769,0.06160426139831543,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,ipsns_full,1044168.0,2690651.0,0.7204233993668769,6.793248176574707,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,borda_net_score,2005453.0,1729366.0,0.46303877108904073,0.002521038055419922,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,weighted_eades,1214804.0,2520015.0,0.6747355092709981,0.003087759017944336,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,random_multistart,1585168.0,2149651.0,0.5755703288432451,0.011657953262329102,ok,,in-repo,
N-sgb75_06,SGB,75,2540,3734819.0,igraph_approx_eades,1200793.0,2534026.0,0.678486962822027,0.0025625228881835938,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_06,SGB,75,2540,3734819.0,drmaciver_fas,1033836.0,2700983.0,0.7231897984882266,1.0524170398712158,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_07,SGB,75,2503,3769732.0,lrta_full,1058205.0,2711527.0,0.7192890635196348,0.03475594520568848,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,wmsf_seed,1058205.0,2711527.0,0.7192890635196348,0.054780006408691406,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,ipsns_full,1058205.0,2711527.0,0.7192890635196348,6.752236843109131,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,borda_net_score,2008407.0,1761325.0,0.46722817431053454,0.0024712085723876953,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,weighted_eades,1225773.0,2543959.0,0.6748381582563429,0.0031423568725585938,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,random_multistart,1611851.0,2157881.0,0.5724229202500337,0.01150822639465332,ok,,in-repo,
N-sgb75_07,SGB,75,2503,3769732.0,igraph_approx_eades,1198653.0,2571079.0,0.6820323036226448,0.002563953399658203,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_07,SGB,75,2503,3769732.0,drmaciver_fas,1042466.0,2727266.0,0.7234641613780503,0.9374213218688965,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_08,SGB,75,2522,3739236.0,lrta_full,1054763.0,2684473.0,0.7179201847650162,0.03555870056152344,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,wmsf_seed,1054763.0,2684473.0,0.7179201847650162,0.060375213623046875,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,ipsns_full,1054763.0,2684473.0,0.7179201847650162,7.44512677192688,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,borda_net_score,1940304.0,1798932.0,0.4810961383555357,0.0025506019592285156,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,weighted_eades,1202893.0,2536343.0,0.6783051404083615,0.003175497055053711,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,random_multistart,1596775.0,2142461.0,0.5729675794734539,0.012005805969238281,ok,,in-repo,
N-sgb75_08,SGB,75,2522,3739236.0,igraph_approx_eades,1161194.0,2578042.0,0.6894568837056554,0.002654552459716797,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_08,SGB,75,2522,3739236.0,drmaciver_fas,1033583.0,2705653.0,0.7235844434531546,0.9969873428344727,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_09,SGB,75,2460,3713077.0,lrta_full,1036919.0,2676158.0,0.7207386219030739,0.03526139259338379,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,wmsf_seed,1036919.0,2676158.0,0.7207386219030739,0.05540657043457031,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,ipsns_full,1036919.0,2676158.0,0.7207386219030739,6.980433225631714,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,borda_net_score,2034223.0,1678854.0,0.4521462926839384,0.0024394989013671875,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,weighted_eades,1201878.0,2511199.0,0.676312126034553,0.0030508041381835938,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,random_multistart,1556773.0,2156304.0,0.5807323683295552,0.011375188827514648,ok,,in-repo,
N-sgb75_09,SGB,75,2460,3713077.0,igraph_approx_eades,1159092.0,2553985.0,0.6878351835957078,0.0025544166564941406,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_09,SGB,75,2460,3713077.0,drmaciver_fas,1038461.0,2674616.0,0.7203233329122989,0.9448587894439697,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_10,SGB,75,2494,3773676.0,lrta_full,1056811.0,2716865.0,0.7199518453624529,0.03675532341003418,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,wmsf_seed,1056811.0,2716865.0,0.7199518453624529,0.05545830726623535,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,ipsns_full,1056811.0,2716865.0,0.7199518453624529,6.891773462295532,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,borda_net_score,2026194.0,1747482.0,0.4630715514527479,0.002538442611694336,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,weighted_eades,1229261.0,2544415.0,0.6742536985157178,0.003052234649658203,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,random_multistart,1583315.0,2190361.0,0.5804316533798874,0.011425495147705078,ok,,in-repo,
N-sgb75_10,SGB,75,2494,3773676.0,igraph_approx_eades,1195900.0,2577776.0,0.6830941501072164,0.0026192665100097656,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_10,SGB,75,2494,3773676.0,drmaciver_fas,1046622.0,2727054.0,0.7226518651839745,0.9900801181793213,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_11,SGB,75,2503,3773229.0,lrta_full,1057034.0,2716195.0,0.7198595685552083,0.036995887756347656,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,wmsf_seed,1057034.0,2716195.0,0.7198595685552083,0.05599617958068848,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,ipsns_full,1057034.0,2716195.0,0.7198595685552083,6.969736099243164,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,borda_net_score,2065343.0,1707886.0,0.45263248003235423,0.0024399757385253906,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,weighted_eades,1228128.0,2545101.0,0.6745153819182457,0.003036975860595703,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,random_multistart,1551285.0,2221944.0,0.5888706993400082,0.011472702026367188,ok,,in-repo,
N-sgb75_11,SGB,75,2503,3773229.0,igraph_approx_eades,1181506.0,2591723.0,0.6868713772739476,0.0025420188903808594,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_11,SGB,75,2503,3773229.0,drmaciver_fas,1041875.0,2731354.0,0.7238770824670329,0.9484343528747559,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_12,SGB,75,2508,3706133.0,lrta_full,1039204.0,2666929.0,0.7195988379262158,0.03555727005004883,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,wmsf_seed,1039204.0,2666929.0,0.7195988379262158,0.05737495422363281,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,ipsns_full,1039204.0,2666929.0,0.7195988379262158,7.505428075790405,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,borda_net_score,1920667.0,1785466.0,0.48175982891061925,0.0024755001068115234,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,weighted_eades,1195818.0,2510315.0,0.6773407754119996,0.0030922889709472656,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,random_multistart,1600287.0,2105846.0,0.5682057281808289,0.01152181625366211,ok,,in-repo,
N-sgb75_12,SGB,75,2508,3706133.0,igraph_approx_eades,1182231.0,2523902.0,0.6810068607899392,0.002611398696899414,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_12,SGB,75,2508,3706133.0,drmaciver_fas,1020783.0,2685350.0,0.7245692477846856,0.9678244590759277,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_13,SGB,75,2517,3741516.0,lrta_full,1039355.0,2702161.0,0.7222101950118615,0.03749680519104004,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,wmsf_seed,1039355.0,2702161.0,0.7222101950118615,0.057225942611694336,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,ipsns_full,1039355.0,2702161.0,0.7222101950118615,7.0685875415802,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,borda_net_score,2028873.0,1712643.0,0.45774039186254983,0.002489328384399414,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,weighted_eades,1208571.0,2532945.0,0.6769836077140924,0.0030286312103271484,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,random_multistart,1534050.0,2207466.0,0.589992398803052,0.011333465576171875,ok,,in-repo,
N-sgb75_13,SGB,75,2517,3741516.0,igraph_approx_eades,1204991.0,2536525.0,0.677940439116123,0.002603292465209961,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_13,SGB,75,2517,3741516.0,drmaciver_fas,1029987.0,2711529.0,0.7247139929376221,0.9587538242340088,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_14,SGB,75,2540,3775021.0,lrta_full,1059397.0,2715624.0,0.7193665942520585,0.041060686111450195,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,wmsf_seed,1059397.0,2715624.0,0.7193665942520585,0.06280064582824707,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,ipsns_full,1059397.0,2715624.0,0.7193665942520585,6.81630802154541,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,borda_net_score,2010309.0,1764712.0,0.46747077698375716,0.0024945735931396484,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,weighted_eades,1234755.0,2540266.0,0.6729144023304771,0.0030226707458496094,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,random_multistart,1611013.0,2164008.0,0.5732439634110644,0.011591672897338867,ok,,in-repo,
N-sgb75_14,SGB,75,2540,3775021.0,igraph_approx_eades,1202773.0,2572248.0,0.6813864081815704,0.0026328563690185547,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_14,SGB,75,2540,3775021.0,drmaciver_fas,1042343.0,2732678.0,0.7238841850151297,0.958949089050293,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_15,SGB,75,2484,3769634.0,lrta_full,1059939.0,2709695.0,0.7188217742093794,0.035546064376831055,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,wmsf_seed,1059939.0,2709695.0,0.7188217742093794,0.05792403221130371,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,ipsns_full,1059939.0,2709695.0,0.7188217742093794,7.3863303661346436,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,borda_net_score,1941680.0,1827954.0,0.484915511691586,0.0024690628051757812,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,weighted_eades,1201479.0,2568155.0,0.681274362444736,0.0031714439392089844,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,random_multistart,1579700.0,2189934.0,0.5809407491549577,0.01119542121887207,ok,,in-repo,
N-sgb75_15,SGB,75,2484,3769634.0,igraph_approx_eades,1188686.0,2580948.0,0.684668060612781,0.002536296844482422,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_15,SGB,75,2484,3769634.0,drmaciver_fas,1047158.0,2722476.0,0.7222122890445067,1.014073371887207,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_16,SGB,75,2493,3790712.0,lrta_full,1056219.0,2734493.0,0.7213665928722626,0.03390312194824219,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,wmsf_seed,1056219.0,2734493.0,0.7213665928722626,0.05492067337036133,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,ipsns_full,1056219.0,2734493.0,0.7213665928722626,6.934371709823608,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,borda_net_score,1953231.0,1837481.0,0.4847324196615306,0.002523183822631836,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,weighted_eades,1222526.0,2568186.0,0.6774943598986154,0.0030803680419921875,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,random_multistart,1627339.0,2163373.0,0.5707036039667482,0.011687040328979492,ok,,in-repo,
N-sgb75_16,SGB,75,2493,3790712.0,igraph_approx_eades,1174154.0,2616558.0,0.6902550233307094,0.0027120113372802734,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_16,SGB,75,2493,3790712.0,drmaciver_fas,1056111.0,2734601.0,0.7213950835621382,0.8568587303161621,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_17,SGB,75,2516,3792880.0,lrta_full,1060330.0,2732550.0,0.7204419860369956,0.03510737419128418,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,wmsf_seed,1060895.0,2731985.0,0.7202930227162473,0.05877685546875,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,ipsns_full,1060330.0,2732550.0,0.7204419860369956,6.820580720901489,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,borda_net_score,1954160.0,1838720.0,0.48478201261310666,0.0025451183319091797,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,weighted_eades,1227865.0,2565015.0,0.6762710657864208,0.003086566925048828,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,random_multistart,1573172.0,2219708.0,0.5852302208348273,0.01148080825805664,ok,,in-repo,
N-sgb75_17,SGB,75,2516,3792880.0,igraph_approx_eades,1180957.0,2611923.0,0.6886384488831706,0.002549409866333008,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_17,SGB,75,2516,3792880.0,drmaciver_fas,1049429.0,2743451.0,0.7233160553458058,0.9461517333984375,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_18,SGB,75,2432,3543100.0,lrta_full,978417.0,2564683.0,0.7238528407326917,0.03492999076843262,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,wmsf_seed,978417.0,2564683.0,0.7238528407326917,0.05877971649169922,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,ipsns_full,978417.0,2564683.0,0.7238528407326917,6.529765605926514,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,borda_net_score,1899922.0,1643178.0,0.463768451356157,0.002417325973510742,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,weighted_eades,1168002.0,2375098.0,0.6703446134740764,0.00302886962890625,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,random_multistart,1400332.0,2142768.0,0.6047720922356129,0.011189460754394531,ok,,in-repo,
N-sgb75_18,SGB,75,2432,3543100.0,igraph_approx_eades,1156267.0,2386833.0,0.6736566848240242,0.0024771690368652344,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_18,SGB,75,2432,3543100.0,drmaciver_fas,965828.0,2577272.0,0.7274059439473907,0.9144580364227295,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_19,SGB,75,2492,3772498.0,lrta_full,1053284.0,2719214.0,0.7207993218286664,0.035069942474365234,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,wmsf_seed,1053284.0,2719214.0,0.7207993218286664,0.05880141258239746,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,ipsns_full,1048259.0,2724239.0,0.7221313304871202,7.226468086242676,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,borda_net_score,1946355.0,1826143.0,0.48406732091044186,0.002483367919921875,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,weighted_eades,1205165.0,2567333.0,0.6805392607232661,0.0029654502868652344,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,random_multistart,1557790.0,2214708.0,0.5870667128252951,0.011332273483276367,ok,,in-repo,
N-sgb75_19,SGB,75,2492,3772498.0,igraph_approx_eades,1191408.0,2581090.0,0.6841859160694055,0.002557992935180664,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_19,SGB,75,2492,3772498.0,drmaciver_fas,1036943.0,2735555.0,0.7251309344630534,0.9766168594360352,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_20,SGB,75,2534,3768706.0,lrta_full,1057128.0,2711578.0,0.7194984166979329,0.03538775444030762,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,wmsf_seed,1057128.0,2711578.0,0.7194984166979329,0.054561614990234375,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,ipsns_full,1057128.0,2711578.0,0.7194984166979329,7.031417369842529,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,borda_net_score,2004434.0,1764272.0,0.46813733944754515,0.0025718212127685547,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,weighted_eades,1226929.0,2541777.0,0.6744428989685054,0.0031054019927978516,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,random_multistart,1537416.0,2231290.0,0.5920573268384427,0.011663198471069336,ok,,in-repo,
N-sgb75_20,SGB,75,2534,3768706.0,igraph_approx_eades,1200099.0,2568607.0,0.6815620533944542,0.0026526451110839844,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_20,SGB,75,2534,3768706.0,drmaciver_fas,1051826.0,2716880.0,0.7209052656269818,0.8947482109069824,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_21,SGB,75,2450,3779106.0,lrta_full,1057629.0,2721477.0,0.7201377786174825,0.03398919105529785,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,wmsf_seed,1057629.0,2721477.0,0.7201377786174825,0.05648231506347656,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,ipsns_full,1057629.0,2721477.0,0.7201377786174825,7.080642461776733,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,borda_net_score,1948945.0,1830161.0,0.4842841137560047,0.0025177001953125,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,weighted_eades,1225464.0,2553642.0,0.6757264813424128,0.002967357635498047,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,random_multistart,1618904.0,2160202.0,0.5716172025870669,0.011147737503051758,ok,,in-repo,
N-sgb75_21,SGB,75,2450,3779106.0,igraph_approx_eades,1177518.0,2601588.0,0.6884136089329064,0.0025653839111328125,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_21,SGB,75,2450,3779106.0,drmaciver_fas,1052903.0,2726203.0,0.7213883389351873,0.8981282711029053,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_22,SGB,75,2477,3739829.0,lrta_full,1046197.0,2693632.0,0.7202553913561288,0.034945011138916016,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,wmsf_seed,1046197.0,2693632.0,0.7202553913561288,0.05349326133728027,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,ipsns_full,1046197.0,2693632.0,0.7202553913561288,7.121609926223755,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,borda_net_score,2000692.0,1739137.0,0.46503115516778976,0.0024471282958984375,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,weighted_eades,1217493.0,2522336.0,0.6744522276285895,0.0029795169830322266,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,random_multistart,1498166.0,2241663.0,0.5994025395278768,0.011277437210083008,ok,,in-repo,
N-sgb75_22,SGB,75,2477,3739829.0,igraph_approx_eades,1212731.0,2527098.0,0.6757255478793281,0.0026006698608398438,ok,,external-wrapper,python-igraph==1.0.0
N-sgb75_22,SGB,75,2477,3739829.0,drmaciver_fas,1037129.0,2702700.0,0.7226801011490097,0.9049711227416992,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
N-sgb75_23,SGB,75,2479,3763469.0,lrta_full,1066445.0,2697024.0,0.7166324473511008,0.03744149208068848,ok,,in-repo,
N-sgb75_23,SGB,75,2479,3763469.0,wmsf_seed,1066445.0,2697024.0,0.7166324473511008,0.058568477630615234,ok,,in-repo,
N-sgb75_23,SGB,75,2479,3763469.0,ipsns_full,1066445.0,2697024.0,0.7166324473511008,6.644136905670166,ok,,in-repo,
N-sgb75_23,SGB,75,2479,3763469.0,borda_net_score,2026944.0,1736525.0,0.4614160499262781,0.002504110336303711,ok,,in-repo,
N-sgb75_23,SGB,75,2479,3763469.0,weighted_eades,1228546.0,2534923.0,0.6735602179797415,0.0030128955841064453,ok,,in-repo,
N-sgb75_23,SGB,75,2479,3763469.0,random_multistart,1623125.0,2140344.0,0.5687157247741379,0.011175155639648438,ok,,in-repo,
